,VarName,Description,Root_DF,Start,End,DataFrame,recursion_flag
3183,PT106,Jumpy during most affected time after worst event,PostTraumatic_Stress_Disorder,3183,3183,ncsr,0
3184,PT110A,Duration continued reactions to worst event,PostTraumatic_Stress_Disorder,3184,3184,ncsr,0
3185,PT110B,Unit time continued reactions to worst event,PostTraumatic_Stress_Disorder,3185,3185,ncsr,0
3186,PT110C,Reactions to worst event continued over 1 month,PostTraumatic_Stress_Disorder,3186,3186,ncsr,0
3187,PT113,Frequency of intense reactions to worst event,PostTraumatic_Stress_Disorder,3187,3187,ncsr,0
3188,PT114,Amount of distress caused by reactions to worst event,PostTraumatic_Stress_Disorder,3188,3188,ncsr,0
3189,PT115,Amount worst event reactions disrupt/interfere with daily life,PostTraumatic_Stress_Disorder,3189,3189,ncsr,0
3190,PT118,Next questions refer RANDOM EVENT,PostTraumatic_Stress_Disorder,3190,3190,ncsr,0
3191,PT119,Age at RANDOM EVENT,PostTraumatic_Stress_Disorder,3191,3191,ncsr,0
3192,PT119A,Correct age at random event,PostTraumatic_Stress_Disorder,3192,3192,ncsr,0
3193,PT120,Age at random event (2),PostTraumatic_Stress_Disorder,3193,3193,ncsr,0
3194,PT122,# of R's random event type,PostTraumatic_Stress_Disorder,3194,3194,ncsr,0
3195,PT207,During random event-felt terrified/very frightened,PostTraumatic_Stress_Disorder,3195,3195,ncsr,0
3196,PT207A,During random event-felt helpless,PostTraumatic_Stress_Disorder,3196,3196,ncsr,0
3197,PT207B,During random event-shocked/horrified,PostTraumatic_Stress_Disorder,3197,3197,ncsr,0
3198,PT207C,During random event-felt numb,PostTraumatic_Stress_Disorder,3198,3198,ncsr,0
3199,PT207_1,Had emotional problems after random event,PostTraumatic_Stress_Disorder,3199,3199,ncsr,0
3200,PT207_2,Reactions to random event last 30 days or more,PostTraumatic_Stress_Disorder,3200,3200,ncsr,0
3201,PT208,Tried not to think about random event wks/mths/yrs after,PostTraumatic_Stress_Disorder,3201,3201,ncsr,0
3202,PT209,Purposely avoid reminders of random event,PostTraumatic_Stress_Disorder,3202,3202,ncsr,0
3203,PT210,Unable to remember details of random event,PostTraumatic_Stress_Disorder,3203,3203,ncsr,0
3204,PT211,Lost interest in things previously enjoyed after random event,PostTraumatic_Stress_Disorder,3204,3204,ncsr,0
3205,PT212,Felt emotionally distant from others after random event,PostTraumatic_Stress_Disorder,3205,3205,ncsr,0
3206,PT213,Trouble feeling normal feelings for others after random event,PostTraumatic_Stress_Disorder,3206,3206,ncsr,0
3207,PT214,No future plan after random event,PostTraumatic_Stress_Disorder,3207,3207,ncsr,0
3208,PT217A,Time frame reactions began after random event,PostTraumatic_Stress_Disorder,3208,3208,ncsr,0
3209,PT217B,"Unit time, PT217A",PostTraumatic_Stress_Disorder,3209,3209,ncsr,0
3210,PT218A,# weeks/years had reactions after random event,PostTraumatic_Stress_Disorder,3210,3210,ncsr,0
3211,PT218B,"Unit time had reactions after random event, PT218A",PostTraumatic_Stress_Disorder,3211,3211,ncsr,0
3212,PT219,Freq most intense reactions occurred,PostTraumatic_Stress_Disorder,3212,3212,ncsr,0
3213,PT220,Severity of distress reactions caused you,PostTraumatic_Stress_Disorder,3213,3213,ncsr,0
3214,PT221,Extent to which reactions interfered with daily life,PostTraumatic_Stress_Disorder,3214,3214,ncsr,0
3215,PT222,Had repeated unwanted memories of random event,PostTraumatic_Stress_Disorder,3215,3215,ncsr,0
3216,PT223,Had repeated unpleasant dreams about random event,PostTraumatic_Stress_Disorder,3216,3216,ncsr,0
3217,PT224,Had flashbacks of random event,PostTraumatic_Stress_Disorder,3217,3217,ncsr,0
3218,PT225,Upset when reminded of random event,PostTraumatic_Stress_Disorder,3218,3218,ncsr,0
3219,PT226,Had physial reaction when reminded of random event,PostTraumatic_Stress_Disorder,3219,3219,ncsr,0
3220,PT228A,How soon afer random event reactions occurred,PostTraumatic_Stress_Disorder,3220,3220,ncsr,0
3221,PT228B,"Unit time, PT228A",PostTraumatic_Stress_Disorder,3221,3221,ncsr,0
3222,PT229A,Duration of GRP2 reactions to random event,PostTraumatic_Stress_Disorder,3222,3222,ncsr,0
3223,PT229B,"Unit time, PT229A",PostTraumatic_Stress_Disorder,3223,3223,ncsr,0
3224,PT230,Frequency GRP2 most intense reactions occurred,PostTraumatic_Stress_Disorder,3224,3224,ncsr,0
3225,PT231,Distress reactions to random event caused you,PostTraumatic_Stress_Disorder,3225,3225,ncsr,0
3226,PT232,Extent to which reactions interfered with daily life,PostTraumatic_Stress_Disorder,3226,3226,ncsr,0
3227,PT233,Trouble sleeping during most affected time after random event,PostTraumatic_Stress_Disorder,3227,3227,ncsr,0
3228,PT234,More irritable during most affected time after random event,PostTraumatic_Stress_Disorder,3228,3228,ncsr,0
3229,PT235,Trouble concentrate during most affected time after rand evnt,PostTraumatic_Stress_Disorder,3229,3229,ncsr,0
3230,PT236,More alert/watchful during most affected time after rand evnt,PostTraumatic_Stress_Disorder,3230,3230,ncsr,0
3231,PT237,Jumpy during most affected time after random event,PostTraumatic_Stress_Disorder,3231,3231,ncsr,0
3232,PT239A,How soon after RAND EVENT have reactions,PostTraumatic_Stress_Disorder,3232,3232,ncsr,0
3233,PT239B,"Unit time, PT239A",PostTraumatic_Stress_Disorder,3233,3233,ncsr,0
3234,PT240A,Duration continued reactions to random event,PostTraumatic_Stress_Disorder,3234,3234,ncsr,0
3235,PT240B,"Unit time, PT240A",PostTraumatic_Stress_Disorder,3235,3235,ncsr,0
3236,PT241,Frequency of intense reaction times after random event,PostTraumatic_Stress_Disorder,3236,3236,ncsr,0
3237,PT242,Severity of distress reactions caused you,PostTraumatic_Stress_Disorder,3237,3237,ncsr,0
3238,PT243,Extent to which reactions interfered with daily life,PostTraumatic_Stress_Disorder,3238,3238,ncsr,0
3239,PT246,Ever talk professional about reaction RAND EVENT,PostTraumatic_Stress_Disorder,3239,3239,ncsr,0
3240,PT246A,Age 1st talk professional about reaction,PostTraumatic_Stress_Disorder,3240,3240,ncsr,0
3241,PT256,Received helpful/effective treatment for reactions,PostTraumatic_Stress_Disorder,3241,3241,ncsr,0
3242,PT256A,Age 1st received helpful/effective treatment for reactions,PostTraumatic_Stress_Disorder,3242,3242,ncsr,0
3243,PT256B,# of profs talked to about reactions incl helpful treatment doc,PostTraumatic_Stress_Disorder,3243,3243,ncsr,0
3244,PT256C,# professionals ever talked to about reactions,PostTraumatic_Stress_Disorder,3244,3244,ncsr,0
3245,PT261,3 or more reactions assoc w/ trauma in past 12 mths,PostTraumatic_Stress_Disorder,3245,3245,ncsr,0
3246,PT262,Last time had any reactions,PostTraumatic_Stress_Disorder,3246,3246,ncsr,0
3247,PT263,# weeks past year have any reactions,PostTraumatic_Stress_Disorder,3247,3247,ncsr,0
3248,PT267,1 event caused most upsetting reaction in past 12 mths,PostTraumatic_Stress_Disorder,3248,3248,ncsr,0
3249,PT268,Event that caused most upsetting reaction in past 12 mths,PostTraumatic_Stress_Disorder,3249,3249,ncsr,0
3250,PT269,Worst month past year- lose interest in enjoyable things,PostTraumatic_Stress_Disorder,3250,3250,ncsr,0
3251,PT270,Worst month past year-felt emotionally distant,PostTraumatic_Stress_Disorder,3251,3251,ncsr,0
3252,PT271,Worst month in past year-trouble feeling love/happy/warmth,PostTraumatic_Stress_Disorder,3252,3252,ncsr,0
3253,PT272,Worst mth past yr-no future plans,PostTraumatic_Stress_Disorder,3253,3253,ncsr,0
3254,PT273,Worst month past year-trouble sleeping,PostTraumatic_Stress_Disorder,3254,3254,ncsr,0
3255,PT274,Worst month past year-felt more jumpy,PostTraumatic_Stress_Disorder,3255,3255,ncsr,0
3256,PT275,Worst month past year-avoid reminders of event,PostTraumatic_Stress_Disorder,3256,3256,ncsr,0
3257,PT278A,Worst month past year-PTSD interfered with home mgmt,PostTraumatic_Stress_Disorder,3257,3257,ncsr,0
3258,PT278B,Worst month past year-PTSD interfered with work,PostTraumatic_Stress_Disorder,3258,3258,ncsr,0
3259,PT278C,Worst month past year-PTSD interf w/ form/maint relations,PostTraumatic_Stress_Disorder,3259,3259,ncsr,0
3260,PT278D,Worst month past year-PTSD interfered with social life,PostTraumatic_Stress_Disorder,3260,3260,ncsr,0
3261,PT280,# days past year unable to work/normal acts due to PTSD,PostTraumatic_Stress_Disorder,3261,3261,ncsr,0
3262,PT281,Received prof treatment for PTSD in past 12 mths,PostTraumatic_Stress_Disorder,3262,3262,ncsr,0
3263,PT121A01,RAND/OTH EVNT link:1st mention,PostTraumatic_Stress_Disorder,3263,3263,ncsr,0
3264,PT121A02,RAND/OTH EVNT link:2nd mention,PostTraumatic_Stress_Disorder,3264,3264,ncsr,0
3265,PT121A03,RAND/OTH EVNT link:3rd mention,PostTraumatic_Stress_Disorder,3265,3265,ncsr,0
3266,PT121A04,RAND/OTH EVNT link:4th mention,PostTraumatic_Stress_Disorder,3266,3266,ncsr,0
3267,PT121A05,RAND/OTH EVNT link:5th mention,PostTraumatic_Stress_Disorder,3267,3267,ncsr,0
3268,PT121A06,RAND/OTH EVNT link:6th mention,PostTraumatic_Stress_Disorder,3268,3268,ncsr,0
3269,PT121A07,RAND/OTH EVNT link:7th mention,PostTraumatic_Stress_Disorder,3269,3269,ncsr,0
3270,PT121A08,RAND/OTH EVNT link:8th mention,PostTraumatic_Stress_Disorder,3270,3270,ncsr,0
3271,PT121A09,RAND/OTH EVNT link:9th mention,PostTraumatic_Stress_Disorder,3271,3271,ncsr,0
3272,PT121A10,RAND/OTH EVNT link:10th mention,PostTraumatic_Stress_Disorder,3272,3272,ncsr,0
3273,PT121A11,RAND/OTH EVNT link:11th mention,PostTraumatic_Stress_Disorder,3273,3273,ncsr,0
3274,PT121A12,RAND/OTH EVNT link:12th mention,PostTraumatic_Stress_Disorder,3274,3274,ncsr,0
3275,PT121A13,RAND/OTH EVNT link:13th mention,PostTraumatic_Stress_Disorder,3275,3275,ncsr,0
3276,PT121A14,RAND/OTH EVNT link:14th mention,PostTraumatic_Stress_Disorder,3276,3276,ncsr,0
3277,PT121A15,RAND/OTH EVNT link:15th mention,PostTraumatic_Stress_Disorder,3277,3277,ncsr,0
3278,PT121A16,RAND/OTH EVNT link:16th mention,PostTraumatic_Stress_Disorder,3278,3278,ncsr,0
3279,PT121A17,RAND/OTH EVNT link:17th mention,PostTraumatic_Stress_Disorder,3279,3279,ncsr,0
3280,PT26501,Trauma event caused recent reaction-1st mention,PostTraumatic_Stress_Disorder,3280,3280,ncsr,0
3281,PT26502,Trauma event caused recent reaction-2nd mention,PostTraumatic_Stress_Disorder,3281,3281,ncsr,0
3282,PT26503,Trauma event caused recent reaction-3rd mention,PostTraumatic_Stress_Disorder,3282,3282,ncsr,0
3283,PT26504,Trauma event caused recent reaction-4th mention,PostTraumatic_Stress_Disorder,3283,3283,ncsr,0
3284,PT26505,Trauma event caused recent reaction-5th mention,PostTraumatic_Stress_Disorder,3284,3284,ncsr,0
3285,PT26506,Trauma event caused recent reaction-6th mention,PostTraumatic_Stress_Disorder,3285,3285,ncsr,0
3286,PT26507,Trauma event caused recent reaction-7th mention,PostTraumatic_Stress_Disorder,3286,3286,ncsr,0
3287,PT26508,Trauma event caused recent reaction-8th mention,PostTraumatic_Stress_Disorder,3287,3287,ncsr,0
3288,PT26509,Trauma event caused recent reaction-9th mention,PostTraumatic_Stress_Disorder,3288,3288,ncsr,0
3289,PT26510,Trauma event caused recent reaction-10 mention,PostTraumatic_Stress_Disorder,3289,3289,ncsr,0
3290,PT26511,Trauma event caused recent reaction-11 mention,PostTraumatic_Stress_Disorder,3290,3290,ncsr,0
3291,PT26512,Trauma event caused recent reaction-12 mention,PostTraumatic_Stress_Disorder,3291,3291,ncsr,0
3292,PT26513,Trauma event caused recent reaction-13 mention,PostTraumatic_Stress_Disorder,3292,3292,ncsr,0
3293,PT26514,Trauma event caused recent reaction-14 mention,PostTraumatic_Stress_Disorder,3293,3293,ncsr,0
3294,PT26515,Trauma event caused recent reaction-15 mention,PostTraumatic_Stress_Disorder,3294,3294,ncsr,0
3295,PT26516,Trauma event caused recent reaction-16 mention,PostTraumatic_Stress_Disorder,3295,3295,ncsr,0
3296,PT55C,"Age when event, PT55 happened",PostTraumatic_Stress_Disorder,3296,3296,ncsr,0
3297,PT55D1,"Duration situation, PT55",PostTraumatic_Stress_Disorder,3297,3297,ncsr,0
3298,PT55D2,Unit time PT55D1,PostTraumatic_Stress_Disorder,3298,3298,ncsr,0
3299,PT120A,Correct age at random event,PostTraumatic_Stress_Disorder,3299,3299,ncsr,0
3300,PT59B,Age RANDOM EVENT,PostTraumatic_Stress_Disorder,3300,3300,ncsr,0
3301,EA1,Ever strong fear/concern about being too overweight,Eating_Disorder,3301,3301,ncsr,0
3302,EA1A,Had strong worry/fear at time when weighed below average,Eating_Disorder,3302,3302,ncsr,0
3303,EA6,Afraid of gaining weight when weighed least,Eating_Disorder,3303,3303,ncsr,0
3304,EA7,Do things like dieting or exercise to keep weight low,Eating_Disorder,3304,3304,ncsr,0
3305,EA9,Weighed least on purpose-stopped having periods for 3+ mths,Eating_Disorder,3305,3305,ncsr,0
3306,EA10,Feel like heavier than should have been/wanted to be,Eating_Disorder,3306,3306,ncsr,0
3307,EA10B,Think some parts of body too fat,Eating_Disorder,3307,3307,ncsr,0
3308,EA10C,Self-esteem/confidence depended on thinness,Eating_Disorder,3308,3308,ncsr,0
3309,EA10D,Anyone tell you your low weight bad for health?,Eating_Disorder,3309,3309,ncsr,0
3310,EA12,Remember exact age of lowest weight with problems,Eating_Disorder,3310,3310,ncsr,0
3311,EA12A,Age at lowest weight,Eating_Disorder,3311,3311,ncsr,0
3312,EA12B1,Estimate age of 1st time lowest weight,Eating_Disorder,3312,3312,ncsr,0
3313,EA13,# different years at lowest weight plus other problems,Eating_Disorder,3313,3313,ncsr,0
3314,EA15,How recently at lowest weight and have problems ?,Eating_Disorder,3314,3314,ncsr,0
3315,EA15A,Age last at lowest weight,Eating_Disorder,3315,3315,ncsr,0
3316,EA16,Eating binges at least 2 times/week for several months,Eating_Disorder,3316,3316,ncsr,0
3317,EA17,During binges- eat much more quickly than usual,Eating_Disorder,3317,3317,ncsr,0
3318,EA17A,During binges- eat until uncomfortably full,Eating_Disorder,3318,3318,ncsr,0
3319,EA17B,During binges- continue to eat even when don't feel hungry,Eating_Disorder,3319,3319,ncsr,0
3320,EA17C,During binges- eat alone because embarrassed by quantity,Eating_Disorder,3320,3320,ncsr,0
3321,EA17D,During or after binges- feel guilty/upset/depressed after binged,Eating_Disorder,3321,3321,ncsr,0
3322,EA17E,Around time of binging-afraid you would gain weight,Eating_Disorder,3322,3322,ncsr,0
3323,EA17F,Felt like self-esteem/conf depended on weight/body shape,Eating_Disorder,3323,3323,ncsr,0
3324,EA17G,Worry about effect of binge on your health and body,Eating_Disorder,3324,3324,ncsr,0
3325,EA17H,Often upset that eating out of control during and after binges,Eating_Disorder,3325,3325,ncsr,0
3326,EA19,Remember exact age 1st binged 2 times/week for 3+ mths,Eating_Disorder,3326,3326,ncsr,0
3327,EA19A,Age of 1st binged 2 times/week for 3+ mths,Eating_Disorder,3327,3327,ncsr,0
3328,EA19B,Estimate age 1st binged 2/week for 3+ mths-computed,Eating_Disorder,3328,3328,ncsr,0
3329,EA19B1,Estimate age of 1st binged 2/week for 3+ mths,Eating_Disorder,3329,3329,ncsr,0
3330,EA19B2,1st binged 2/week for 3+ mths before 20s,Eating_Disorder,3330,3330,ncsr,0
3331,EA20,# different years binged 2 times/week for 3+ mths,Eating_Disorder,3331,3331,ncsr,0
3332,EA22,How recently binged 2 times a week,Eating_Disorder,3332,3332,ncsr,0
3333,EA22A,Age last binged 2 times a week,Eating_Disorder,3333,3333,ncsr,0
3334,EA23A,After binging-fast/liquid diet for 8+ hours to control weight,Eating_Disorder,3334,3334,ncsr,0
3335,EA23B,Took water pills/diuretics/weight control meds to control weight,Eating_Disorder,3335,3335,ncsr,0
3336,EA23C,Make yourself vomit to control weight,Eating_Disorder,3336,3336,ncsr,0
3337,EA23D,Used laxatives or enemas to control weight,Eating_Disorder,3337,3337,ncsr,0
3338,EA23E,Exercise excessively to control weight,Eating_Disorder,3338,3338,ncsr,0
3339,EA23F,Chew and then spit out food to control weight,Eating_Disorder,3339,3339,ncsr,0
3340,EA25,Used weight control method 2 times/week for 3+ mths,Eating_Disorder,3340,3340,ncsr,0
3341,EA26,Remember exact age 1st weight contr method for 3+ mths,Eating_Disorder,3341,3341,ncsr,0
3342,EA26A,Age 1st used weight control method for 3+ mths,Eating_Disorder,3342,3342,ncsr,0
3343,EA26B1,Estimate age used weight control method for 3+ mths,Eating_Disorder,3343,3343,ncsr,0
3344,EA27,# of differents year used wght control method 2/wk for 3+ mths,Eating_Disorder,3344,3344,ncsr,0
3345,EA29,How recently did you use weight control strategy,Eating_Disorder,3345,3345,ncsr,0
3346,EA29A,Age last used weight control strategy,Eating_Disorder,3346,3346,ncsr,0
3347,EA32A,Worst month past yr-eating/wgt interf with chores at home,Eating_Disorder,3347,3347,ncsr,0
3348,EA32B,Worst month past yr-eating/wgt interfere with work/school,Eating_Disorder,3348,3348,ncsr,0
3349,EA32C,Worst month past yr-eating/wgt interf w/ family relations,Eating_Disorder,3349,3349,ncsr,0
3350,EA32D,Worst month past yr-eating/wgt interfere with social life,Eating_Disorder,3350,3350,ncsr,0
3351,EA34,# of days in past year unable to work/acts due to eating probs,Eating_Disorder,3351,3351,ncsr,0
3352,EA35,Talked to med doctor or other prof about problems w/ eat/wgt,Eating_Disorder,3352,3352,ncsr,0
3353,EA35A,Age 1st saw doctor for eating problems,Eating_Disorder,3353,3353,ncsr,0
3354,EA37,Received helpful/effective treatment for eating/weight probs,Eating_Disorder,3354,3354,ncsr,0
3355,EA37A,Age 1st received helpful treatment for eating/weight probs,Eating_Disorder,3355,3355,ncsr,0
3356,EA37B,# profs talked to about eat/weight incl helpful trmt doc,Eating_Disorder,3356,3356,ncsr,0
3357,EA37C,# of professional talked to about eating/weight problem,Eating_Disorder,3357,3357,ncsr,0
3358,EA38,Receive prof treatment for eating/weight probin past yr,Eating_Disorder,3358,3358,ncsr,0
3359,DSM_ADD,DSM-IV Attention Deficit Disorder (LifeT),Supplemental,3359,3359,ncsr,0
3360,DSM_AGO,DSM-IV Agoraphobia without Panic Disorder (LifeT),Supplemental,3360,3360,ncsr,0
3361,DSM_AGP,DSM-IV Agoraphobia with Panic Disorder (LifeT),Supplemental,3361,3361,ncsr,0
3362,DSM_ALA,DSM-IV Alcohol Abuse (Lifetime),Supplemental,3362,3362,ncsr,0
3363,DSM_ALAH,Lifetime Alcohol Abuse w/ hierarchy,Supplemental,3363,3363,ncsr,0
3364,DSM_ALD,DSM-IV Alcohol Dependence (Lifetime),Supplemental,3364,3364,ncsr,0
3365,DSM_ASA,DSM-IV Adult Separation Anxiety Disorder (LifeT),Supplemental,3365,3365,ncsr,0
3366,DSM_BIPOLARI,DSM-IV Bi-Polar I (Lifetime),Supplemental,3366,3366,ncsr,0
3367,DSM_BIPOLARII,DSM-IV Bi-Polar II (Lifetime),Supplemental,3367,3367,ncsr,0
3368,DSM_BIPOLARSUB,Lifetime Bi-Polar Subthreshold,Supplemental,3368,3368,ncsr,0
3369,DSM_CD,DSM-IV Conduct Disorder (Lifetime),Supplemental,3369,3369,ncsr,0
3370,DSM_DRA,DSM-IV Drug Abuse (Lifetime),Supplemental,3370,3370,ncsr,0
3371,DSM_DRD,DSM-IV Drug Dependence (Lifetime),Supplemental,3371,3371,ncsr,0
3372,DSM_DYS,DSM-IV Dysthymia (Lifetime),Supplemental,3372,3372,ncsr,0
3373,DSM_DYSH,DSM-IV Dysthymia with hierarchy (LifeT),Supplemental,3373,3373,ncsr,0
3374,DSM_GAD,DSM-IV Generalized Anxiety Disorder (LifeT),Supplemental,3374,3374,ncsr,0
3375,DSM_GADH,DSM-IV Gen Anxiety Disorder w/hierarchy (LifeT),Supplemental,3375,3375,ncsr,0
3376,DSM_HYP,DSM-IV Hypomania (Lifetime),Supplemental,3376,3376,ncsr,0
3377,DSM_IED,DSM-IV Intermittent Explosive Disorder (LifeT),Supplemental,3377,3377,ncsr,0
3378,DSM_IEDH,DSM-IV Intermittent Explosive Disorder w/ hierarchy (LifeT),Supplemental,3378,3378,ncsr,0
3379,DSM_MAN,DSM-IV Mania (Lifetime),Supplemental,3379,3379,ncsr,0
3380,DSM_MDDH,DSM-IV Major Depressive Disorder w/ hierarchy (LifeT),Supplemental,3380,3380,ncsr,0
3381,DSM_MDE,DSM-IV Major Depressive Episode (Lifetime),Supplemental,3381,3381,ncsr,0
3382,DSM_ODD,DSM-IV Oppositional Defiant Disorder (LifeT),Supplemental,3382,3382,ncsr,0
3383,DSM_ODDH,DSM-IV Oppositionl Defiant Disorder w/ hierarchy (LifeT),Supplemental,3383,3383,ncsr,0
3384,DSM_PAT,DSM-IV Panic Attack (Lifetime),Supplemental,3384,3384,ncsr,0
3385,DSM_PDS,DSM-IV Panic Disorder (Lifetime),Supplemental,3385,3385,ncsr,0
3386,DSM_PTS,DSM-IV Posttraumatic Stress Disorder (LifeT),Supplemental,3386,3386,ncsr,0
3387,DSM_SAD,DSM-IV Separation Anxiety Disorder (LifeT),Supplemental,3387,3387,ncsr,0
3388,DSM_SO,DSM-IV Social Phobia (Lifetime),Supplemental,3388,3388,ncsr,0
3389,DSM_SP,DSM-IV Specific Phobia (Lifetime),Supplemental,3389,3389,ncsr,0
3390,DSM_TBD,DSM-IV Nicotine Dependence (Lifetime),Supplemental,3390,3390,ncsr,0
3391,D_ADD12,DSM-IV Attention Deficit Disorder (12Mo),Supplemental,3391,3391,ncsr,0
3392,D_AGO12,DSM-IV Agoraphobia without Panic Disorder (12Mo),Supplemental,3392,3392,ncsr,0
3393,D_AGP12,DSM-IV Agoraphobia with Panic Disorder (12Mo),Supplemental,3393,3393,ncsr,0
3394,D_ALA12,DSM-IV Alcohol Abuse (12Mo),Supplemental,3394,3394,ncsr,0
3395,D_ALAH12,DSM-IV Alcohol Abuse w/ hierarchy (12Mo),Supplemental,3395,3395,ncsr,0
3396,D_ALD12,DSM-IV Alcohol Dependence (12 month),Supplemental,3396,3396,ncsr,0
3397,D_ASA12,DSM-IV Adult Separation Anxiety Disorder (12Mo),Supplemental,3397,3397,ncsr,0
3398,D_BIPOLARI12,DSM-IV Bi-polar I (12Mo),Supplemental,3398,3398,ncsr,0
3399,D_BIPOLARII12,DSM-IV Bi-polar II (12Mo),Supplemental,3399,3399,ncsr,0
3400,D_BIPOLARSUB12,DSM-IV Bi-Polar Subthreshold (12Mo),Supplemental,3400,3400,ncsr,0
3401,D_CD12,DSM-IV Conduct Disorder (12 month),Supplemental,3401,3401,ncsr,0
3402,D_DRA12,DSM-IV Drug Abuse (12 month),Supplemental,3402,3402,ncsr,0
3403,D_DRAH12,DSM-IV Drug Abuse w/ hierarchy (12 month),Supplemental,3403,3403,ncsr,0
3404,D_DRD12,DSM-IV Drug Dependence (12 month),Supplemental,3404,3404,ncsr,0
3405,D_DYS12,DSM-IV Dysthymia (12 month),Supplemental,3405,3405,ncsr,0
3406,D_DYSH12,DSM-IV Dysthymia w/hierarchy (12 month),Supplemental,3406,3406,ncsr,0
3407,D_GAD12,DSM-IV Generalized Anxiety Disorder (12Mo),Supplemental,3407,3407,ncsr,0
3408,D_GADH12,DSM-IV Gen Anxiety Disorder w/hierarchy (12Mo),Supplemental,3408,3408,ncsr,0
3409,D_HYP12,DSM-IV Hypomania (12 month),Supplemental,3409,3409,ncsr,0
3410,D_IED12,DSM-IV Intermittent Explosive Disorder (12Mo),Supplemental,3410,3410,ncsr,0
3411,D_IEDH12,DSM-IV Intermittent Explosive Disorder w/ hierarchy (12Mo),Supplemental,3411,3411,ncsr,0
3412,D_MAN12,DSM-IV Mania (12 month),Supplemental,3412,3412,ncsr,0
3413,D_MDDH12,DSM-IV Major Depressive Disorder w/ hierarchy (12Mo),Supplemental,3413,3413,ncsr,0
3414,D_MDE12,DSM-IV Major Depressive Episode (12Mo),Supplemental,3414,3414,ncsr,0
3415,D_ODD12,DSM-IV Oppositional Defiant Disorder (12Mo),Supplemental,3415,3415,ncsr,0
3416,D_ODDH12,DSM-IV Oppositionl Defiant Disorder w/ hierarchy (12Mo),Supplemental,3416,3416,ncsr,0
3417,D_PAT12,DSM-IV Panic Attack (12 month),Supplemental,3417,3417,ncsr,0
3418,D_PDS12,DSM-IV Panic Disorder (12 month),Supplemental,3418,3418,ncsr,0
3419,D_PTS12,DSM-IV Posttraumatic Stress Disorder (12Mo),Supplemental,3419,3419,ncsr,0
3420,D_SO12,DSM-IV Social Phobia (12 month),Supplemental,3420,3420,ncsr,0
3421,D_SP12,DSM-IV Specific Phobia (12 month),Supplemental,3421,3421,ncsr,0
3422,D_TBD12,DSM-IV Nicotine Dependence (12 month),Supplemental,3422,3422,ncsr,0
3423,D_ALA30,DSM-IV Alcohol Abuse (30Day),Supplemental,3423,3423,ncsr,0
3424,D_ALAH30,DSM-IV Alcohol Abuse w/hierarchy (30Day),Supplemental,3424,3424,ncsr,0
3425,D_ALD30,DSM-IV Alcohol Dependence (30 day),Supplemental,3425,3425,ncsr,0
3426,D_ASA30,DSM-IV Adult Separation Anxiety Disorder (30Day),Supplemental,3426,3426,ncsr,0
3427,D_DRA30,DSM-IV Drug Abuse (30 day),Supplemental,3427,3427,ncsr,0
3428,D_DRAH30,DSM-IV Drug Abuse w/ hierarchy (30 day),Supplemental,3428,3428,ncsr,0
3429,D_DRD30,DSM-IV Drug Dependence (30 day),Supplemental,3429,3429,ncsr,0
3430,D_DYS30,DSM-IV Dysthymia (30 day),Supplemental,3430,3430,ncsr,0
3431,D_DYSH30,DSM-IV Dysthymia with hierarchy (30 day),Supplemental,3431,3431,ncsr,0
3432,D_GAD30,DSM-IV Generalized Anxiety Disorder (30Day),Supplemental,3432,3432,ncsr,0
3433,D_GADH30,DSM-IV Gen Anxiety Disorder w/hierarchy (30Day),Supplemental,3433,3433,ncsr,0
3434,D_HYP30,DSM-IV Hypomania (30 day),Supplemental,3434,3434,ncsr,0
3435,D_IED30,DSM-IV Intermittent Explosive Disorder (30day),Supplemental,3435,3435,ncsr,0
3436,D_IEDH30,DSM-IV Intermittent Explosive Disorder w/ hierarchy (30Day),Supplemental,3436,3436,ncsr,0
3437,D_MAN30,DSM-IV Mania (30 day),Supplemental,3437,3437,ncsr,0
3438,D_MDDH30,DSM-IV Major Depressive Disorder w/ hierarchy (30Day),Supplemental,3438,3438,ncsr,0
3439,D_MDE30,DSM-IV Major Depressive Episode (30 day),Supplemental,3439,3439,ncsr,0
3440,D_PAT30,DSM-IV Panic Attack (30 day),Supplemental,3440,3440,ncsr,0
3441,D_PDS30,DSM-IV Panic Disorder (30 day),Supplemental,3441,3441,ncsr,0
3442,D_SO30,DSM-IV Social Phobia (30 day),Supplemental,3442,3442,ncsr,0
3443,D_SP30,DSM-IV Specific Phobia (30 day),Supplemental,3443,3443,ncsr,0
3444,ICD_ADD,ICD Attention Deficit Disorder (Lifetime),Supplemental,3444,3444,ncsr,0
3445,ICD_AGP,ICD Agoraphobia with Panic Disorder (LifeT),Supplemental,3445,3445,ncsr,0
3446,ICD_ALA,ICD Alcohol Abuse (Lifetime),Supplemental,3446,3446,ncsr,0
3447,ICD_ALAH,ICD Lifetime Alcohol Abuse w/ hierarchy,Supplemental,3447,3447,ncsr,0
3448,ICD_ALD,ICD Alcohol Dependence (Lifetime),Supplemental,3448,3448,ncsr,0
3449,ICD_CD,ICD Conduct Disorder (Lifetime),Supplemental,3449,3449,ncsr,0
3450,ICD_CDH,ICD Conduct Disorder w/ hierarchy (LifeT),Supplemental,3450,3450,ncsr,0
3451,ICD_DRA,ICD Drug Abuse (Lifetime),Supplemental,3451,3451,ncsr,0
